class;location;faceDirection;speed;senseRadius;energy
Being;(474.88975747866124, 190.89339781496358);(0.15715191832964842, -0.98757444001215);2.585482631311417;8.75945615934315;1.5367276101719152
Being;(259.3384643750068, 587.9738261406142);(-0.4573667020385177, -0.889278190369251);2.482222935000106;6.124803433524786;0.8552337583547609
Being;(546.3671004422953, 506.18252064640825);(-0.18546018728705632, -0.9826517790812012);1.9647995777875167;12.517439810081946;3.594553238614047
Being;(383.5130426432882, 256.2863387015193);(0.6602484988060204, 0.7510472154428086);3.1747911344222577;9.197090563056157;0.1352338516228033
Being;(404.25282932415706, 544.4646163898697);(-0.7575965487045732, 0.65272311847438);1.793430852146317;11.04178459966867;1.7712548111046544
Being;(369.1521043359361, 469.321426118017);(0.9488194652449297, -0.31581897088731964);2.668944348399214;7.48178732256247;12.175860557697602
Being;(135.9522729674735, 355.3916136224691);(0.6426007318239145, -0.7662012134285415);2.0962435617306596;9.67122624233049;15.05494358285432
Being;(387.87862180888396, 442.59379104038476);(-0.3009916776629465, 0.9536267666008778);1.2887563173125334;7.315424980629297;4.870024922222203
Being;(315.6445128934574, 285.3614526070151);(-0.9990317551780005, -0.04399491045522957);1.5397636625823106;8.40454771404587;9.2505295686458
Being;(410.68147236124616, 127.26395336468921);(0.7938539973063932, 0.6081084039549701);2.280861877131311;9.903119097231972;11.84575469810463
Being;(270.76681764840754, 17.98204358578368);(-0.6126381060643884, -0.7903635562181742);2.0989668978951372;9.433833923004716;15.395907812094938
Being;(435.9450363956827, 222.74764666764963);(-0.26817326670614255, 0.9633706965774681);1.7401515218442143;7.383804438383389;8.493296024851603
Being;(416.4309819139151, 44.29640915556304);(-0.1774877899499103, 0.984123002687518);1.900084844567438;10.234418195277588;4.880215037969862
Being;(228.34693624198445, 207.44106242676415);(0.9801657092285747, -0.1981796721473853);3.434130753507681;18.954757097511397;1.1320220775705712
Being;(88.1172391155109, 374.58453274003546);(0.9353157852792383, 0.3538140497598729);1.6721614234480473;8.601241832364106;1.6889092375138792
Being;(281.4757671702365, 317.1116264680941);(0.9985226856435729, -0.05433641739336878);2.583273243434914;8.76507141962483;13.807642388384139
Being;(490.3179732039241, 455.97249186652624);(-0.27133612937464424, 0.9624846517716459);2.5735703125232536;7.573598865900234;5.153547304344465
Being;(76.94304440199238, 573.6901818341829);(0.9034909967401955, -0.4286070680814865);1.181735203172475;5.420179290985313;8.567999463911532
Being;(210.78825696055543, 20.680521151287415);(0.5935800668763673, -0.8047749400963272);2.320546393246297;7.350900591463103;13.275875137341302
Being;(43.03794713853607, 351.66413714319543);(0.8420386015523511, 0.5394172721518665);1.8407692880075708;8.23831303836875;11.550082612793027
Being;(130.0694746280471, 452.1014163322369);(-0.9652454488823377, -0.2613450275247924);3.089551307912245;7.726722832929627;9.304963767901071
Being;(355.231389070708, 139.4028685820381);(-0.988808909650214, 0.14918760067899423);2.2065429760369795;7.429432915705978;0.08819019549172259
Being;(166.64845259463897, 30.097672755504977);(0.194852360886135, -0.9808325838067877);1.969458787220444;9.475130086013023;3.7583934198787543
Being;(579.5558030132897, 277.17528392427283);(0.8724148174667107, -0.48876618772632563);2.4596915658651466;4.77104694733131;9.039274707579706
Being;(479.72972574013653, 219.78064072736328);(0.2700467853141201, -0.9628472016584508);2.0668330330559668;7.6014656979161135;6.597633851391843
Being;(173.05028272394182, 412.1822326400181);(-0.3342477447540588, -0.9424852492887226);1.8738411069513723;7.120712496120541;6.9736386099047
Being;(436.45033326392286, 84.8337447985871);(-0.8444248142758218, -0.5356740921822184);3.3009854989031684;14.396295514929198;2.5485403392193713
Being;(129.51167847162725, 555.4391359359788);(-0.7461879535499849, -0.665735336283786);2.6387993402809524;10.95212568886501;8.399172523875668
Being;(530.9206256560637, 94.03518224305364);(0.9894884712178835, 0.14461177450987658);1.7727995095820943;7.948251343008751;6.259059472652846
Being;(442.5852355077383, 336.69142313505415);(0.9124951435189254, 0.40908753715357254);1.9888137214389352;7.272764338434277;10.840923777368392
Being;(586.8450443375648, 125.54074465876626);(-0.7481256705173331, -0.6635570669603261);3.022133218820348;13.053950795237869;12.916748945373023
Being;(410.395005944297, 221.39967385545268);(0.05675879962887258, -0.9983879199312709);2.4538607094615044;8.636129842248547;7.262221659056779
Being;(262.9016847168919, 532.8088049832837);(0.29730273328091156, -0.9547832658691182);2.976100691632071;10.418524118508653;0.16648812573952365
Being;(551.8662353289969, 386.98811518307645);(-0.9792116501701085, -0.20284117967299697);2.6183730086594235;9.495599089322518;8.289909886930866
Being;(178.8261480364864, 578.6370200351848);(-0.82525492844353, 0.5647603943971853);3.1289639269181193;8.533920564751924;7.450398243673616
Being;(232.03821323374706, 382.4594065733569);(-0.9219193640845043, 0.3873818350491196);2.2323335493805776;10.553075557947418;0.6000900193332601
Being;(31.886055090481314, 87.00235180671405);(0.015980700235173624, -0.9998723004564101);3.291019708092431;10.45781536963472;5.261488453429987
Being;(132.00728155809193, 330.1230681283291);(-0.6041477518635207, 0.7968723197089067);2.1914269721062336;12.556333166242881;2.7880582510837537
Being;(88.67417539569999, 553.3757059911569);(-0.43171684986872805, -0.9020091804075068);2.6958417518689863;11.275993744332247;6.680879393533134
Being;(51.58102226156842, 457.15678692922876);(0.820654224730012, 0.5714250987074183);2.860885722493583;8.827002230660675;10.652947711301005
Being;(308.7725657549897, 521.4168497045109);(-0.9999301347549505, 0.011820558740875108);2.9649854255331722;7.612792740388398;11.787307308036128
Being;(526.4862354602185, 326.7322601163125);(-0.7128913373242722, -0.7012745119908542);1.8722473628396372;8.719241755534153;16.571799269295322
Being;(409.1773773181869, 141.77148106890513);(0.8151046949223448, -0.5793136769622751);2.7176458958913106;10.161899892363934;13.861410582063712
Being;(433.1311260605257, 245.5010073849651);(-0.6846244544126225, 0.7288959846371902);2.1158748213635588;8.970086387905232;0.24697945705486396
Being;(223.15326663633434, 216.58825768441116);(0.7633095929844756, 0.6460328670105524);3.078285109527253;11.071327789494074;16.521194365434827
Being;(512.0762556999292, 23.55928302120373);(0.833819667310548, -0.5520369212345556);2.518995559739862;8.789820211035304;9.780406079932796
Being;(83.70867158875724, 117.89101643167446);(0.9959707847142859, -0.0896782916630868);1.792627010338046;6.934098090272626;9.71038273829594
Being;(158.7845281977627, 472.76426607238034);(0.15188595850972733, -0.9883980248905708);2.838215017014315;11.935745786915543;6.238268740414796
Being;(106.08244127211786, 490.1494611532169);(0.805764165866341, 0.5922365312995475);2.561605593894924;10.19393812906175;8.305503863892927
Being;(392.68669316974785, 588.295365285934);(-0.30599738145689837, -0.9520323537262383);1.9695053084832024;9.882729063080127;15.145459314686967
Being;(71.43928363552307, 228.1774793216631);(-0.8130979250013952, -0.5821269314835259);2.244805941030071;7.851577008120442;8.93936673854341
Being;(103.83353302382841, 37.957663808211656);(0.8068231629171497, 0.5907930126367157);2.297953124537172;7.892296498270888;0.48944258913447175
Being;(255.2487265771252, 538.5783158102977);(0.8700966568713644, 0.49288112938240525);1.7292920869268529;11.94561444902152;16.302632264060122
Being;(393.9558890356537, 153.1496921109016);(0.7228630688609338, -0.6909913050661005);2.6914144123783044;8.524342517894095;8.942777665196228
Being;(322.81682644828146, 223.23740882398317);(-0.6692284240544699, -0.7430567383703417);1.63305116888489;10.258522879092;8.869563116965058
Being;(64.1882466772951, 236.8796502381505);(0.30703739839024485, -0.9516974498178242);2.728588256576165;10.182023627031485;2.219648492963706
Being;(382.89872079667543, 229.3818789885949);(-0.9935023173034839, 0.11381188651721587);1.4653653911121245;8.817481943834348;8.075916060816708
Being;(431.190866705939, 19.98849093750118);(0.7069457788000966, -0.7072677469224261);3.6920199430270855;7.6645595962940956;16.195299369741694
Being;(431.22075481346315, 280.492584500902);(-0.9637006882123546, 0.266984987478761);2.535710868742285;7.096413744429004;1.678987625373149
Being;(417.0149844149717, 43.87193609795819);(0.18695560841575742, -0.9823683629280281);2.072072343027963;6.800656987082797;17.143578793307768
Being;(334.4156724484647, 22.557948579110214);(0.013611089196717115, -0.9999073648348026);2.2894301514011524;10.743123148060244;13.894134909012386
Being;(97.49434774336574, 349.0338226953963);(-0.5934159367081984, 0.8048959721981043);2.1913291659178022;9.762632618305368;11.428122277499352
Being;(542.5721326472135, 536.8234966539658);(-0.6646244736839285, -0.7471775618822885);1.6910212044126178;8.987270175338246;15.603590695477806
Being;(162.5489977797095, 411.0807364141221);(0.272451176878668, 0.962169608861883);1.6100936176238871;7.061632102396452;2.405196995487681
Being;(313.15218505327, 371.63867277009996);(0.6691466291012718, 0.7431303982225494);2.0603885962542146;11.788300764976379;1.721282847566553
Being;(575.0743775873129, 467.1853293486421);(0.7836961835364027, 0.6211443406411081);1.931108080485002;9.240061386018679;6.740142045176514
Being;(114.74612591085548, 416.1878705489668);(0.9826847366516263, 0.185285477984444);1.7940971663344243;9.816696272727466;13.75333195111687
Being;(302.21767959802025, 113.89502460119235);(-0.07361916492081978, -0.997286427540434);1.7519912418337595;11.20302467395614;7.9636274354162335
Being;(183.22082236952843, 573.0329092423749);(-0.686134432026028, -0.7274747701386763);2.491753457958088;7.2903206431360985;15.912085859432006
Being;(267.9554303549119, 316.1055565590325);(-0.9999827522580944, 0.005873260280849768);3.087491520727698;11.797932438325853;5.557279743298494
Being;(126.00364663615302, 456.4165455903363);(0.47436927237591686, 0.8803259586230223);1.4460477381374803;10.143152661480174;10.122304952577586
Being;(536.9995130775122, 105.99096563262225);(0.7839825582407426, -0.620782851224404);2.6802859647856594;7.110005482286895;2.770762881869028
Being;(416.9797601231755, 380.48751752338706);(-0.0922339311146186, -0.9957373659510544);3.0809972952179776;10.567924411479996;14.081409567662268
Being;(209.74701621273016, 397.610834913616);(-0.44075386483060486, 0.8976280023689572);2.0987373681306476;10.736380730150273;9.33024595170391
Being;(366.13267768347157, 305.74974230874017);(-0.012647695888427547, 0.9999200146955324);2.395252452515794;7.389684095520869;5.684578580708165
Being;(494.07143959633106, 115.28298705050157);(0.08609664146417535, -0.9962867902007883);1.9712990317193675;9.522118805071374;9.700942911351222
Being;(180.14018507912095, 225.72979058528517);(0.9366192470720773, 0.35034894892683105);3.6688901305088755;11.18981427939501;12.588934415085323
Being;(33.44040358647746, 90.88265337820144);(0.9739260394689937, 0.2268657524710156);2.757898684782352;8.192535341256416;5.552661133650826
Being;(476.89599105748226, 240.15852256086302);(0.7335920784725221, 0.6795900693818039);2.762094387852998;7.499771308218373;8.407911370110327
Being;(90.83566130391173, 538.4883998798894);(-0.991737096601281, 0.1282869097954338);1.216199463243925;9.745252596103864;12.35256484760929
Being;(346.8629659365287, 375.3922073078357);(-0.8241078015978505, 0.5664329892807779);2.5243570222972886;9.825873589774915;9.909172608867436
Being;(375.51364804429113, 189.94245360914155);(0.8334497620360767, 0.5525952353775837);3.11570160098161;8.731327905430833;1.6579695582324163
Being;(136.77866797390095, 79.77925210131079);(0.966110547329645, -0.2581286701209568);4.540678117258122;19.21113166782001;3.3731162805062787
Being;(438.52360821187744, 585.182168935272);(0.7283119894726426, -0.6852456829418199);3.5026381523458596;12.332822719598134;3.74612719914687
Being;(234.43492364103255, 256.9108295711057);(0.42105835077209663, 0.9070335524362272);2.5049300908079855;10.326017268905002;6.408825879102437
Being;(377.81404761989984, 288.2590324961567);(-0.9323592516933434, -0.3615331600031022);2.062254544197568;9.501283366649819;4.8945774558569095
Being;(249.9471393865102, 41.78499645308537);(0.935840241126522, -0.35242452112225847);2.6362013843667556;8.971700668809488;10.09122527919572
Being;(549.4351330276373, 127.7846932339416);(-0.878957637207773, -0.4768998553094021);4.170752155389965;13.84637931497934;9.196319317787108
Being;(243.60289726175424, 122.28040978863076);(0.9964450593333329, 0.08424514069185551);3.2744738353521945;10.799720494622552;6.7907004874773875
Being;(435.2362529422193, 484.6325773265268);(-0.349133642528504, 0.9370729425475793);1.729843825478867;9.808263616655267;5.904886794049533
Being;(210.24298686320822, 498.93756856835216);(-0.5771149114157922, -0.8166629531339978);3.291495964813138;9.824306772539403;10.029813580714555
Being;(235.43493899465122, 477.60673014928125);(0.5577500396579803, -0.8300089717958001);1.9759932682995482;11.089163056369678;4.9280151771446405
Being;(488.53441487442876, 116.76987346474448);(-0.5212061657203009, 0.8534308014216164);2.015165533300906;8.925294601323118;9.478848166736135
Being;(588.4091812387842, 449.0991065107661);(-0.6554364246336764, -0.7552503513825221);2.4894489471363697;7.822472796876209;8.689235957944836
Being;(403.5026565228999, 421.9619973280274);(-0.9249368788678615, -0.38012073096606924);2.3991234718366545;9.277135493585883;7.250705969916004
Being;(105.02035303892913, 425.5860061251558);(-0.6119866638514381, -0.7908680820895396);2.783882040606049;11.429552657216732;16.724427483727187
Being;(440.4552674764215, 371.85977956450563);(-0.7980477587419248, -0.6025942040602372);1.6649069043605937;6.901040968900554;9.478789318885257
Being;(119.0180713923176, 238.1457518406447);(-0.670233656613823, -0.742150150267494);2.9997407160438403;8.651139212311673;11.931674918564854
Being;(200.43932826312547, 572.5197422213427);(-0.9393600427912779, 0.34293251523757323);4.1328620986145586;7.2477467055390825;9.569915434851131
Being;(427.0721959097703, 445.33757018268483);(-0.8706755037807414, 0.49185787288214894);2.397569355640456;11.180254733830592;0.7803318375865551
Being;(138.17013800918826, 205.0768767174004);(0.9565772037344848, -0.2914790786583381);2.7506948702749296;7.8494229245399705;8.277058026299628
Being;(203.5994019555914, 242.23968571529966);(-0.25607294057116925, 0.9666574621380806);2.713059112750528;9.735548194281767;16.31076442784275
Being;(233.2209765294186, 530.0902986824784);(-0.3065882759820788, -0.9518422290644267);1.879312821284667;10.787437870958039;16.75128083484875
Being;(291.32199206949645, 93.63528127839977);(0.8561890892303443, 0.5166626012040292);3.0157512767426766;9.716402800956677;18.100937723432022
Being;(174.5681681218282, 198.75654298729614);(-0.5585229348527695, 0.8294890784353034);2.0475690611899355;11.795375957069185;12.449854589659518
Being;(164.17678116058693, 145.8238735133919);(0.09594161370013987, -0.9953869633266316);2.8450553752771555;9.935246150103138;4.140517511018908
Being;(449.6581420233401, 302.8968043130941);(0.6628013883278266, -0.7487952454648102);1.919447341080516;9.841798117441687;6.037276665624398
Being;(118.3478814081208, 127.05029211554188);(0.9404885501294616, 0.3398253773269192);2.28715086522682;9.661205365858049;1.4692328357004096
Being;(501.8955085020449, 588.8878331758035);(0.7360625580786472, 0.6769135178105974);1.3439459964594191;7.6948306478162145;11.644666114161163
Being;(112.08358214860178, 127.12499498459461);(-0.33573864057364317, 0.9419551821746946);2.7806077482471836;9.363422468041874;6.37053946381439
Being;(170.33725730246843, 209.61704151995139);(-0.7446838573532519, -0.6674173751090703);2.3282208501763093;7.912399684916458;1.9878568101438645
Being;(263.40816211071547, 215.7753783071941);(0.32582905486585056, 0.945428700117162);2.37774337007364;11.679344350135679;12.192933222477027
Being;(561.2772783297762, 34.536412571308624);(-0.2153463393477782, 0.9765377382003787);1.7491256866555376;9.317862528583758;3.60860091056074
Being;(209.60140740971434, 92.5265352597923);(0.07270723347224664, -0.9973533266605231);3.1312421669711825;11.860967458925689;13.623655297003893
Being;(154.68513174864296, 236.1906162931323);(-0.20735668870177848, -0.978265405526861);1.718565890483338;10.188580366925786;9.691213806655485
Being;(436.81865979146653, 216.1885957129431);(-0.1960109892021948, -0.9806016990154449);3.4415330599333314;9.857249370787919;15.403630970367885
Being;(556.780236528916, 12.064805298071992);(0.9899885330712078, -0.1411478104241008);2.32166787200781;11.898228388448965;7.284327900567855
Being;(554.8617561610431, 569.2747959301722);(-0.9881824670182418, 0.1532821316322993);3.2725130668436844;10.064113558256013;5.060217830495275
Being;(291.68591181198633, 67.7035365990472);(-0.9666338277715972, -0.25616214202654947);2.736512632224676;20.337861016515895;2.8974552872610873
Being;(439.9244041287237, 311.66833897112184);(0.682741913712093, -0.7306596192898229);2.760494834164068;12.817495235773661;11.78185997383537
Being;(283.92494336001084, 380.1961392055458);(-0.802878358828026, 0.5961428863331469);3.0243775072510686;8.256816004244946;2.349497309611062
Being;(437.89092022930623, 547.9509383615128);(-0.7828905411886468, 0.622159465504904);3.344117876870583;12.333834867668726;2.947502350377762
Being;(31.948426089914825, 418.3960371459167);(0.8929614528298988, -0.4501331400373853);2.7551302475556754;10.455630179167704;7.650677463598823
Being;(555.1189686938071, 415.3622098223002);(-0.971086889008451, -0.23872631609415879);2.14314999163356;6.681487833090575;5.171827333922341
Being;(552.5589680573507, 360.87157468941217);(-0.7494835376219849, 0.6620229805932984);3.1891184854508023;8.431076840170688;19.141183651023695
Being;(589.2216741377854, 390.35343443779885);(0.7467092947232938, 0.6651505312136803);1.958339431497459;9.123118584816583;8.083847751933524
Being;(301.25483901378306, 12.027028170551125);(-0.5601261832919726, -0.8284073024731056);2.5558224716849964;9.363641779756652;17.681590030943973
Being;(443.53424299418907, 372.9319324730188);(-0.830413584193837, 0.557147448335129);2.8954616946998786;8.081120244761863;11.684349282453162
Being;(472.960093026969, 450.42213769460153);(0.6275703966844822, 0.7785598224961789);2.1788574786069606;8.298703229640177;11.848563903885738
Being;(197.1850369399361, 160.81177682696492);(0.2870984580154374, -0.9579010780895688);2.3168343444362054;8.38983204754749;16.893222430761483
Being;(267.91141538830476, 303.7587398810171);(0.9971150397655351, -0.0759051873943765);2.5907916023474225;6.512433297184916;5.905513762279492
Being;(145.3744104971012, 50.86809403199159);(0.976206933430783, 0.21684100885595126);2.731078130694368;7.451614572869438;8.18165467978658
Being;(433.4375900552597, 125.86368667781919);(0.9860425857236517, -0.16649330058418188);2.3640650239624317;9.51288287345407;11.669368933778285
Being;(537.9133618290866, 175.5105598720255);(0.7686660608101451, 0.6396502848890279);3.055417607213776;7.542007965640396;11.679870695677916
Being;(491.78407561679984, 567.5457400785106);(0.5457793252716316, 0.8379289517053593);3.759919342673531;14.459724542199517;13.338956721640814
Being;(300.81357285698283, 385.29644303652407);(0.6830796491147448, 0.730343886785723);2.7832723500231715;10.11225279576211;4.814585762814297
Being;(576.8207149695213, 270.6501439966936);(0.9746449373080494, -0.22375711425514133);2.2068615395271363;6.758477933414321;4.290568838801079
Being;(389.17882364499366, 207.52283539522176);(0.8736220936682613, -0.4866050117443136);3.691947821882619;13.20224948565446;1.1656360276386335
Being;(485.0225650561801, 344.4527675539527);(-0.44412035610768713, 0.8959671362783241);1.4750906151323828;7.653581949388857;13.107115088531554
Being;(98.92514865175107, 381.91631736574124);(0.9999711163532464, 0.007600424938262073);2.263985625126502;11.420290367324112;4.663477109532522
Being;(38.5855669236624, 332.70655898953095);(-0.4121350990083445, -0.9111227470354266);2.639454569033278;8.427377408832788;8.648500847456438
Being;(217.57015968087728, 487.5995659117555);(0.8833423717451793, -0.4687283373976887);3.528536312805081;16.263667851812123;14.041741506052134
Being;(503.48526351655283, 228.0240187636738);(-0.9914666372050608, 0.13036068160794462);4.662500150292268;14.906629298128049;10.720648900136204
Being;(493.45374521432655, 200.87536447309336);(0.7021786319179204, 0.712000820840733);2.256573505209699;9.189813774884989;8.467579948604296
Being;(29.554698029687295, 422.3964665864186);(0.7399832214163017, -0.6726253281154024);2.7394371204032035;19.50893430565703;10.144376632501302
Being;(374.2177275431669, 180.8169490732758);(0.2934189179561017, 0.955983963560828);2.3781404758385816;11.080860909989424;1.9465806570016222
Being;(561.5506620144363, 81.88746597428762);(0.011999513371979902, 0.9999280032476517);2.395021527100191;9.444062790758602;8.186465001938723
Being;(113.0968010684562, 151.38664847844603);(0.8720285322581419, -0.48945504280547625);3.556731611268837;19.43446915638164;17.93700085930812
Being;(38.9293886632865, 396.16423666103276);(0.22978061837797167, 0.9732424504807817);2.6964337883676315;7.842400422869803;3.340907745241341
Being;(297.6828309449808, 25.81519663040625);(-0.9949443830184914, -0.10042745988997952);2.646308326768221;13.782689794613736;3.6453549991139913
Being;(132.827076338436, 78.53511649276399);(0.10010399883983886, 0.9949769793398606);2.7898894072606306;14.841931117535786;0.5050425977159466
Being;(554.1596561740682, 532.828428474304);(-0.8209554928593052, -0.5709921879887109);2.590444462331687;8.922425711159269;4.018077492956657
Being;(251.15563341325512, 302.8197218404159);(0.9797739417121787, 0.2001075289482646);3.4072004204993784;12.753774497057453;8.84246301017875
Being;(552.9995209414575, 53.96368948961465);(0.888177369556439, 0.45950077280436097);3.152297541836122;9.174268792160344;9.061760467418042
Being;(427.6203224299864, 469.0615507909188);(0.029811452597773888, 0.9995555398746039);2.7682840418047587;10.512080224273513;18.044426540444334
Being;(306.3524179342989, 349.84653390871495);(0.8229810534017301, 0.568068821307576);3.7329485854077085;12.520925804073443;17.143063766684214
Being;(433.9350838298489, 12.819395536847477);(0.4802681301691865, 0.87712172652591);3.23732424448134;12.170131394338933;11.934831520239308
Being;(136.536520173244, 352.8168096431593);(-0.677695917205061, 0.7353422630337462);2.169314830579382;10.355058228289812;11.111192287380469
Being;(31.461204159672576, 482.905532554185);(-0.9804424445490434, 0.19680602868483427);2.354186833767675;11.9090453431187;10.583722370082077
Being;(302.1013030057086, 436.5885423581415);(0.6391921016376911, 0.7690471098729852);3.9049417607891033;12.76709324681869;3.2786781204335167
Being;(100.48941175087846, 278.5003697697005);(-0.2835474631032284, -0.9589582035561942);2.1601450433314993;10.559293606894336;10.120862819216846
Being;(410.6521169583078, 374.02171308448607);(0.704935000493887, -0.70927191194822);2.7290176413659535;15.182468186544563;13.496839631432403
Being;(52.974710975107946, 291.6125998366234);(-0.8887719837603221, -0.45834960552262066);3.0496408711227;9.377589367987957;5.468585335293241
Being;(295.8103673371194, 305.6642442124832);(0.8551760480168011, -0.5183376572258338);2.1803822889669453;8.484941580499356;7.751293090330998
Being;(498.5713831244217, 228.74456119181312);(0.7908489320867811, -0.612011410528593);2.011774255528425;5.865279355312651;13.898297314541612
Being;(68.5911602953426, 28.64255670408314);(-0.9956686960361537, -0.09297229551681138);3.929141113269468;9.681218483950211;1.3575705879844215
Being;(470.46592347998467, 31.193724882021463);(-0.9999311923871728, -0.011730749812641904);2.3534303222121746;7.476632139595237;2.781900020931129
Being;(34.314657127087884, 83.97719247901381);(0.15502905037917125, -0.9879099116511243);2.1206669755347423;12.509435388339119;4.747821259817982
Being;(235.943371801958, 547.1404936579);(-0.738042525662274, 0.6747541999232399);3.211476782860379;13.394024084901602;4.629342466677633
Being;(325.62521648491423, 495.7921535224745);(-0.6695966190655996, -0.7427249610292617);3.487513510572596;10.629841866876394;8.817422702247043
Being;(55.9932096955724, 397.68161237616715);(-0.9086727008999329, 0.41750918868837017);1.7695247763590851;10.59548536656517;4.256944822083418
Being;(404.9069352438852, 280.46325924804484);(0.5011094195277394, -0.8653839319403683);2.7925508765120637;6.135489788370691;7.7717995203802275
Being;(168.27507595542096, 84.30396119538099);(0.9987139834258958, -0.050698908366744094);3.680424379742919;19.28228897070807;12.763689391399382
Being;(90.68959014611478, 166.98466423600092);(-0.7495108448598137, -0.6619920644822931);3.6737228108230813;9.363709597431823;10.331731383628203
Being;(212.33456340573008, 458.71725823818485);(0.6172507368168112, 0.7867665015105204);2.4628508998755;6.644348379311819;12.839877418832994
Being;(316.87826913424954, 555.7847882013061);(0.9249131163524631, -0.38017854647412075);2.2875688410938957;8.925598348623833;8.184526002052287
Being;(481.02131190798434, 226.04293231277367);(-0.935732206885454, -0.3527112657646162);2.010735881686633;5.927095542652951;12.712119665903076
Being;(339.0898929024206, 413.51079831739924);(-0.7358809231413919, -0.6771109709320718);5.450999582071299;12.350447643674313;14.823690523814422
Being;(557.158698051803, 124.205179111191);(0.967248008598595, 0.2538331929871512);3.190946670574582;8.647822912268854;10.882017479959918
Being;(358.69546118191397, 25.239094904138838);(0.5328567345501376, 0.8462054717647269);2.7972296151642047;9.104450359201607;14.569889278770386
Being;(543.0904328803639, 222.21123379937592);(-0.4164197947208913, -0.9091724558985554);2.6644200510215;12.442262780698176;7.695059151138237
Being;(523.1751540909913, 546.6901924553456);(-0.8711861640399455, 0.49095281604790175);2.2632854574272763;8.744171971595177;3.605832969793308
Being;(53.343583198392835, 13.95779255317319);(-0.5946883170730708, 0.8039563455417208);2.288950561236017;8.068071415534021;11.793685264543287
Being;(262.69589949639874, 465.69144512865967);(-0.8450237298392416, -0.5347288060396379);3.160088396055906;13.743495992107697;13.456934124524029
Being;(473.4384841030194, 388.03306860697154);(-0.007727775279898391, -0.9999701402988108);1.5914346019946395;11.015248423524776;11.51598261276343
Being;(87.42552096361602, 46.619495106102896);(-0.9970062212123236, -0.07732137391383549);2.41687832647143;7.509407734358571;7.183584417318907
